target_month,month_end_date,trading_days_in_month,realized_volatility,forecast_previous_month_rv,forecast_six_month_rv,forecast_gjr_garch,forecast_egarch,estimation_sample_size_days
2001-07,2001-07-31,21,0.6166887775956089,0.7917921762888317,0.8785673859074816,0.35902304023364695,1.0238099218235939,1605
2001-08,2001-08-31,23,0.5887547955273449,0.6166887775956089,0.8661882382310246,0.3569612144242623,1.0352513699435189,1626
2001-09,2001-09-28,21,0.8819018331161494,0.5887547955273449,0.7956652683204234,0.36836056868360517,1.0821604092325043,1649
2001-10,2001-10-31,21,1.0397487276570183,0.8819018331161494,0.7865774574151043,0.5041854909984987,1.7030091957271112,1670
2001-11,2001-11-30,20,1.0155095866780495,1.0397487276570183,0.768907150523913,0.3738777734555609,1.0439648013129748,1691
2001-12,2001-12-31,21,0.7836829346236748,1.0155095866780495,0.8135244298736111,0.3677926865008655,1.0583694105840251,1711
2002-01,2002-01-31,19,1.0570850340181999,0.7836829346236748,0.8126817267734188,0.37438473907419917,1.041828754986631,1732
2002-02,2002-02-28,16,1.1027170949640892,1.0570850340181999,0.880837866133676,0.4427506723935776,1.468255946121876,1751
2002-03,2002-03-28,20,1.0664658944575685,1.1027170949640892,0.9288772474736352,0.3540491287086042,0.9761568453880419,1767
2002-04,2002-04-30,19,1.0106592039579059,1.0664658944575685,0.9569089198943468,0.3550440252010272,1.0317449051712237,1787
2002-05,2002-05-31,22,0.9213392216351685,1.0106592039579059,0.941282406014112,0.3950078524732692,1.2366201299546233,1806
